source path	audit output path	tracked or untracked	file type	byte size	SHA-256	binary or text	generated or authored	assigned subagent	completion state	review state
artifacts/asset-diff/remote-assets/Tasks-COZfGapE.css	audit/artifacts/asset-diff/remote-assets/Tasks-COZfGapE.css.txt	untracked	stylesheet	15272	e6583fa3ecbeac0439f359f91d96ed67a84b7c1ab50cf27ff56682fbe5f0b35d	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Terms-BXixZPB6.js	audit/artifacts/asset-diff/remote-assets/Terms-BXixZPB6.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Testimonials-CnzXcixO.js	audit/artifacts/asset-diff/remote-assets/Testimonials-CnzXcixO.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Toggle-D54hkegy.js	audit/artifacts/asset-diff/remote-assets/Toggle-D54hkegy.js.txt	untracked	code	691	c0dccd50f13fa40e10327219db3aad4123b8001eba91baa930fdfdcc90ac1911	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/ToolsModal-BMUG81iV.js	audit/artifacts/asset-diff/remote-assets/ToolsModal-BMUG81iV.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/WebsiteShowcase-DUy56Ho8.js	audit/artifacts/asset-diff/remote-assets/WebsiteShowcase-DUy56Ho8.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/WelcomeTeaser-B96rmBi8.js	audit/artifacts/asset-diff/remote-assets/WelcomeTeaser-B96rmBi8.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/analyticsWorker-BnmTlfYB.js	audit/artifacts/asset-diff/remote-assets/analyticsWorker-BnmTlfYB.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/bootstrap-D1vc155U.js	audit/artifacts/asset-diff/remote-assets/bootstrap-D1vc155U.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/demoCommunity-DUJ4Y1zo.js	audit/artifacts/asset-diff/remote-assets/demoCommunity-DUJ4Y1zo.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/endOfDay-CZDDeNMb.js	audit/artifacts/asset-diff/remote-assets/endOfDay-CZDDeNMb.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/endOfMonth-BISTJu4P.js	audit/artifacts/asset-diff/remote-assets/endOfMonth-BISTJu4P.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/focusBackground-t8AknbRg.js	audit/artifacts/asset-diff/remote-assets/focusBackground-t8AknbRg.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/groupCache-DVHvdGlY.js	audit/artifacts/asset-diff/remote-assets/groupCache-DVHvdGlY.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-B45N-99N.js	audit/artifacts/asset-diff/remote-assets/index-B45N-99N.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-BPYJFSVW.js	audit/artifacts/asset-diff/remote-assets/index-BPYJFSVW.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-CrO6t5EW.css	audit/artifacts/asset-diff/remote-assets/index-CrO6t5EW.css.txt	untracked	stylesheet	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-Der0FgF3.css	audit/artifacts/asset-diff/remote-assets/index-Der0FgF3.css.txt	untracked	stylesheet	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-L1EjXFqL.js	audit/artifacts/asset-diff/remote-assets/index-L1EjXFqL.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/index-qd2KF3Jd.js	audit/artifacts/asset-diff/remote-assets/index-qd2KF3Jd.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/messaging-BP0KfJxy.js	audit/artifacts/asset-diff/remote-assets/messaging-BP0KfJxy.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/sessionSync-mloIEnTd.js	audit/artifacts/asset-diff/remote-assets/sessionSync-mloIEnTd.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/sortable.esm-BBuGRz7f.js	audit/artifacts/asset-diff/remote-assets/sortable.esm-BBuGRz7f.js.txt	untracked	code	49983	fb39071723fcf6f44d13114769877c707fbef6235a5a665d9cf39addace59a5b	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/studyPreferences-BBZvHe-O.js	audit/artifacts/asset-diff/remote-assets/studyPreferences-BBZvHe-O.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/studyTimeMaps-B0T_-AX0.js	audit/artifacts/asset-diff/remote-assets/studyTimeMaps-B0T_-AX0.js.txt	untracked	code	1785	5ecb1903ac99adf22b108446c013700d7b2ff32287ae205b221906889693f141	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/subjectBranding-DaDo_h8r.js	audit/artifacts/asset-diff/remote-assets/subjectBranding-DaDo_h8r.js.txt	untracked	code	5762	c8509ce0a0132215bba41cc4124f3b849f5dafc0da4590c24fb6e10894687c80	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/taskAvailability-B1aDS_ww.js	audit/artifacts/asset-diff/remote-assets/taskAvailability-B1aDS_ww.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/taskCompletion-DkuS3Ybf.js	audit/artifacts/asset-diff/remote-assets/taskCompletion-DkuS3Ybf.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/timeFormat-CMPo-BX2.js	audit/artifacts/asset-diff/remote-assets/timeFormat-CMPo-BX2.js.txt	untracked	code	905	074237b906e01c6eaeec6f48983190c3abc27bfa3d0f3b71d3e7306e9748a6b2	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useAIStore-B2cv1FZz.js	audit/artifacts/asset-diff/remote-assets/useAIStore-B2cv1FZz.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useChartAnimation-C6FTIqbw.js	audit/artifacts/asset-diff/remote-assets/useChartAnimation-C6FTIqbw.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useFocusStore-CX_Nyp1h.js	audit/artifacts/asset-diff/remote-assets/useFocusStore-CX_Nyp1h.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useGroupChallenges-N8BLPr3m.js	audit/artifacts/asset-diff/remote-assets/useGroupChallenges-N8BLPr3m.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useGroupPresence-BmkfUzH6.js	audit/artifacts/asset-diff/remote-assets/useGroupPresence-BmkfUzH6.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useGroups-vEjDKzZY.js	audit/artifacts/asset-diff/remote-assets/useGroups-vEjDKzZY.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useInvites-D9RLFwf8.js	audit/artifacts/asset-diff/remote-assets/useInvites-D9RLFwf8.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useLeaderboard-BpvH5FXA.js	audit/artifacts/asset-diff/remote-assets/useLeaderboard-BpvH5FXA.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useNotificationStore-BS4df28T.js	audit/artifacts/asset-diff/remote-assets/useNotificationStore-BS4df28T.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useOnlineStatus-BJOTUERN.js	audit/artifacts/asset-diff/remote-assets/useOnlineStatus-BJOTUERN.js.txt	untracked	code	407	927230957edb188291d6c6ef951935b4212b6e407373c430ddcde107eb803c3d	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useQuotesStore-C7b4gZp0.js	audit/artifacts/asset-diff/remote-assets/useQuotesStore-C7b4gZp0.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useSupportModalStore-BkYsnKtG.js	audit/artifacts/asset-diff/remote-assets/useSupportModalStore-BkYsnKtG.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useSyncStore-vWs_TdIc.js	audit/artifacts/asset-diff/remote-assets/useSyncStore-vWs_TdIc.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/useUIStore-JhKp1ywd.js	audit/artifacts/asset-diff/remote-assets/useUIStore-JhKp1ywd.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/utils-D8mZnxMk.js	audit/artifacts/asset-diff/remote-assets/utils-D8mZnxMk.js.txt	untracked	code	25193	1e282edc9cd4c558e701a9003e8a03fabfddd305b02e6fc99c9853ac41cde655	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-charts-BN-djq5a.js	audit/artifacts/asset-diff/remote-assets/vendor-charts-BN-djq5a.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-charts-CFLJvnG7.js	audit/artifacts/asset-diff/remote-assets/vendor-charts-CFLJvnG7.js.txt	untracked	code	416666	0ad1e866207338e0eb4fdd3adc7bfdf4c360895ff68a4d0f22614b128ce994b8	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-driver-Bqothgl5.js	audit/artifacts/asset-diff/remote-assets/vendor-driver-Bqothgl5.js.txt	untracked	code	20711	bcda90ed97ddf7b61b06f9e56d9f6cec07bc540322ed98e29cdc12a52cc74d06	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-driver-DB0Q8XAf.css	audit/artifacts/asset-diff/remote-assets/vendor-driver-DB0Q8XAf.css.txt	untracked	stylesheet	3938	4b398481a7ce8375af4d9f58f39410c73a0b70726fe513686d3d51c10ad76cb5	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-icons-BC6UY0dc.js	audit/artifacts/asset-diff/remote-assets/vendor-icons-BC6UY0dc.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-icons-CqruUz7g.js	audit/artifacts/asset-diff/remote-assets/vendor-icons-CqruUz7g.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-katex-ASjZcBK0.css	audit/artifacts/asset-diff/remote-assets/vendor-katex-ASjZcBK0.css.txt	untracked	stylesheet	29167	ec7c71c6efd3a2d98c53b2f64afcab50798f51474e37e8bfa7cc8e28434445b2	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-katex-BSXZKQS3.js	audit/artifacts/asset-diff/remote-assets/vendor-katex-BSXZKQS3.js.txt	untracked	code	265162	c51df660313f53dbf89d1caf9631e5ed1371b58d8bec4a81f103223a0b16304b	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-markdown-core-B0W_OS7u.js	audit/artifacts/asset-diff/remote-assets/vendor-markdown-core-B0W_OS7u.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-markdown-core-Pkt6xPHa.js	audit/artifacts/asset-diff/remote-assets/vendor-markdown-core-Pkt6xPHa.js.txt	untracked	code	171718	f1e918a68a6ca50236ac01597dfdba9e282b8a8025e8b956b2972a917b05cdce	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-motion-BrCE_pwp.js	audit/artifacts/asset-diff/remote-assets/vendor-motion-BrCE_pwp.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-motion-Cp_NPzpZ.js	audit/artifacts/asset-diff/remote-assets/vendor-motion-Cp_NPzpZ.js.txt	untracked	code	119047	2cb7e2d320171cab46fe977074e575ebdc606fdd502391f5ccaef42ce7d6eb22	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-query-Dco3bNuU.js	audit/artifacts/asset-diff/remote-assets/vendor-query-Dco3bNuU.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-query-Rjz85D0S.js	audit/artifacts/asset-diff/remote-assets/vendor-query-Rjz85D0S.js.txt	untracked	code	53939	a949c9d0d0444002a4997dd97716d41fa247c234ba8e875f0c8032375fc6d057	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-react-BfU3Zn2J.js	audit/artifacts/asset-diff/remote-assets/vendor-react-BfU3Zn2J.js.txt	untracked	code	199630	07e274ba0e1d901731f86633f353be3175ee4b581cdfdf2ac7ca1586ee8025d0	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-router-CmoTwRnm.js	audit/artifacts/asset-diff/remote-assets/vendor-router-CmoTwRnm.js.txt	untracked	code	33770	70fa55f11ec670840ad627450a1bbcd3dc34ceb69fb37ff0044a6cf0960cb23b	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-sentry-VzeXdCeF.js	audit/artifacts/asset-diff/remote-assets/vendor-sentry-VzeXdCeF.js.txt	untracked	code	437048	eafee817c37c3cd4bdf497649c239e270339b191adeb7d2de431f8a0011acfeb	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-supabase-CdzVlbop.js	audit/artifacts/asset-diff/remote-assets/vendor-supabase-CdzVlbop.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	sql-supabase-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-supabase-DAiUAuun.js	audit/artifacts/asset-diff/remote-assets/vendor-supabase-DAiUAuun.js.txt	untracked	code	181138	ae6185c4f6d67f25e1dc0061c6918c0637b2f016665d711376afbbc97a0e77b0	text	generated/built artifact	sql-supabase-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/vendor-syntax-highlighter-CDo2wmi8.js	audit/artifacts/asset-diff/remote-assets/vendor-syntax-highlighter-CDo2wmi8.js.txt	untracked	code	57502	912a10958f0e9c7ddb4f746bb4aecdb6eeb0065254885e9037aae73a04feff1e	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/workbox-window.prod.es5-BIl4cyR9.js	audit/artifacts/asset-diff/remote-assets/workbox-window.prod.es5-BIl4cyR9.js.txt	untracked	code	5761	ef75dc538a74d630094d7453bce980f4e7c78096700d40489d8ead191131d8ba	text	generated/built artifact	compiled-frontend-agent	complete	lead static review complete
artifacts/asset-diff/summary.md	audit/artifacts/asset-diff/summary.md.txt	untracked	markdown	11766	de7fe368fe88dd2dd83ba654d241f729411dbe60e9c182c296d8dea9b1986d61	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/isotope/.env	audit/artifacts/isotope/.env.txt	untracked	environment	[REDACTED]	[REDACTED-ENV-FILE-HASH]	text	authored or hand-maintained	lead-coordinator	complete	redacted sensitive-env review complete
bin/isotope	audit/bin/isotope.txt	tracked	script	25382	6718dc4936f259ded6b2f4cf20a66b877848c95c62da41e9da90d82822b66519	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
bin/isotope.bat	audit/bin/isotope.bat.txt	tracked	script	9350	4d26e9f1b6318c122e820dfd07d4a348fb7e7da050443bdac5dd3566bb2e3e11	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
community-patch-v4.sql	audit/community-patch-v4.sql.txt	tracked	sql	121464	f264a0a702da4a6d8e9199c0e7edecc83e613e50b78e72a977310e5f35ccf459	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
components.json	audit/components.json.txt	tracked	configuration	434	3a5d5af62f05e6e3de6c5085f31ed4f49273d57cfeae4d69d00a2568c91f54f9	text	authored or hand-maintained	source-frontend-agent	complete	lead static review complete
docs/.nojekyll	audit/docs/.nojekyll.txt	tracked	text/project file	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/BUG_FIXES.md	audit/docs/BUG_FIXES.md.txt	tracked	markdown	8022	ba9d0bd92121d2eb4db5a5f4659f23255ed19b053ab1cb4f787fbe19da7646b7	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/admin.html	audit/docs/admin.html.txt	tracked	html	5596	c54078fe7c3a51095fb6cb1bcc3b9e4d0e3a3877fdc2f35fa56d6fe2f7a0166b	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/assets/site.css	audit/docs/assets/site.css.txt	tracked	stylesheet	16482	3ba0b4593e1045f002ab2c2bdb705d4325e9e930d7edaca2f98500b8112da95c	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/assets/site.js	audit/docs/assets/site.js.txt	tracked	code	8509	0367f3cb7ec37d981d19d8a2369b83cc77d74ae9862039aec23edb0dee3570be	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/gallery.html	audit/docs/gallery.html.txt	tracked	html	7678	28e66ee5bb2488a7b24c49bf475c8091dcf563160f63e42320025ff109086fbc	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/index.html	audit/docs/index.html.txt	tracked	html	7526	368a3a83d043811754f858358797581f90e03791ff036ab2f09e03461389c3e3	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/index.md	audit/docs/index.md.txt	tracked	markdown	761	3d569079e9a454530b5d4bfac4f11d0e3007b073cffa9a989a79b6d23424052a	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/install.html	audit/docs/install.html.txt	tracked	html	5175	1c5672bd50d939885e476fc24a5de5a00bdf59e0a82d9190ade0084cadb1f260	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
docs/logo.svg	audit/docs/logo.svg.txt	tracked	image	477	6ade6286d1d20959b52cfff9922afc56bdff2f9a110c49bd536d06d7c0ab95c6	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/motion.html	audit/docs/motion.html.txt	tracked	html	5446	8c7a1e89a1177da7fee72d92ff9e4b662efa6252226ba343bd09c1554a19be83	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/storage-backup-system.md	audit/docs/storage-backup-system.md.txt	tracked	markdown	1094	7a0b08d3ab9fc1f8171b07a0f81f2b6a4dea0e97e441884e09cefd06056f23d4	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/supabase-connection-map.md	audit/docs/supabase-connection-map.md.txt	tracked	markdown	6456	b391d417bc9a5180b9bea336ca71f232167763591b4b9f3bd36151990ab7ab6b	text	authored or hand-maintained	sql-supabase-agent	complete	lead static review complete
docs/sync-system.md	audit/docs/sync-system.md.txt	tracked	markdown	1683	fdbe803f9850af0334bc133759f6c883643adb4bc699101e844ff4ed652b49bb	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
docs/sync.html	audit/docs/sync.html.txt	tracked	html	5476	1401c8f5be013b118612f4b34fa44160109a5a9bed8b3e96d61a36ef05c0e5c8	text	authored or hand-maintained	documentation-ci-agent	complete	lead static review complete
doctor.bat	audit/doctor.bat.txt	tracked	script	452	ea72c38be508ed960642f4d7b200d79cf91f1c8361a469b77ce6601054b23671	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
doctor.sh	audit/doctor.sh.txt	tracked	script	409	d623289f45613c420f058486c5da3b0c15870dfe837a3e84f6ec529c9423bf7f	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
events-expansion.sql	audit/events-expansion.sql.txt	tracked	sql	3437	ae0b79b8aba3bcf8621e1939a276e8636d0cb5f865411bc8e6fb6be5ddb9d7a1	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
index.html	audit/index.html.txt	tracked	html	3018	a8a766b8442c93a84bcab3b9db8a7bcaf96373cf9a6004443dd0b0ebbf351fc5	text	authored or hand-maintained	source-frontend-agent	complete	lead static review complete
install-termux.sh	audit/install-termux.sh.txt	tracked	script	13861	864e128b1d98690e925ff8f4dc0a6288a7bb71a15887e58dbe47acda3183f326	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
install.ps1	audit/install.ps1.txt	tracked	script	3505	1c7cdd2e782c5c2fc9716aab486d98548837188a5d6b7a104181fadac533d80a	text	authored or hand-maintained	installer-platform-agent	complete	lead static review complete
isotope-complete.sql	audit/isotope-complete.sql.txt	tracked	sql	98869	fbe700da26bc21f0744da28fc33906caf45c5efe5c139cba331f2a02a2c03cd3	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
isotope-schema.sql	audit/isotope-schema.sql.txt	tracked	sql	33138	0e40841ab97ae5939ab99501ce45981adddc71c9225c6c95d956a0ac01de7101	text	authored or hand-maintained	sql-supabase-agent	complete	lead static review complete
logo.svg	audit/logo.svg.txt	tracked	image	476	760355a8f173ce29fb178f4def9b09f9e2ab3f5840a203dc73a2ebd433b00789	text	authored or hand-maintained	static-asset-agent	complete	lead static review complete
package.json	audit/package.json.txt	tracked	configuration	1577	761fcd2014001be01b0641e376c3ebc2dae92cd8aa6b732c3dad81f200b9e144	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
performance-indexes.sql	audit/performance-indexes.sql.txt	tracked	sql	2469	e142d79562021c82d8456323b95fec71e5307dfd71c17987256b50cd5cf87adf	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
performance-patch.sql	audit/performance-patch.sql.txt	tracked	sql	14914	d16577cd84c806e7a09b5d44bdfa92a1e3e4b53e5bcdadd73510cf0152b4d849	text	authored or hand-maintained	lead-coordinator	complete	lead static review complete
